No,REQ,req version,Detection Verified in spec,all table verified,Failure Familly, related,Failure type,Failure severity,SAFETY RELEVANT ?,Defect Name,Description,Monitored Data,DataFiltering / DataConsitency Mechanism,Defect running condition,Defect Frozen condition,Defect Stop condition,Defect Protection,PAR_EnumDefectDetectionType,Defect Detection Condition,No detect condition,PAR_[Defect_Name]_InitialState,Defect filtering CounterHi,Defect Filtering CounterLo,PAR_[Defect_Name]_Increment,PAR_[Defect_Name]_Decrement,[Defect_Name]_DefectEvaluationPeriod (ms),Typical comfirmation time (ms) information only,Typical time to deconfirm (ms) information only,Function inhibition management,PAR_[Defect_Name]_Reversibility,Defect reporting,Defect logging,PAR_[Defect_Name]_RetryAuthorization,PAR_[Defect_Name]_Reinitialize,Defect retry condition,PAR_[Defect_Name]_NbrOfEvalPeriodBtwRetries,Delay between retries,PAR_[Defect_Name]_NbrMaxRetry,PAR_[Defect_Name]_NbrOfEvalPeriodMaxInRetryPreparation,Max delay in retry preparation,PAR_[DefectName]_DiagnosticSupressionNumberOfPeriods,Defect retry action,Defect retry counter init,Defect retry succeed counter value,Defect retry failed counter value,Defect retry increment,Defect retry decrement,Defect supression time (ms),commentaire
161.0,LAMP_ECU_DEF_161,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S12_long,Frame loss defect flag for frame  ADU1S12  in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame  ADU1S12 ,Frame respond of frame frame  ADU1S12  correctly,DEF_FRAME_LOSS_ADU1S12_long_Absent,127.0,-128.0,7.0,255.0,100.0,1900.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
162.0,LAMP_ECU_DEF_162,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S13_short,Frame loss defect flag for frame  ADU1S13   in short time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame   ADU1S13 ,Frame respond of frame frame  ADU1S13  correctly,DEF_FRAME_LOSS_ADU1S13_short_Absent,127.0,-128.0,13.0,255.0,100.0,1000.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
163.0,LAMP_ECU_DEF_163,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S13_long,Frame loss defect flag for frame  ADU1S13   in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame   ADU1S13 ,Frame respond of frame frame  ADU1S13  correctly,DEF_FRAME_LOSS_ADU1S13_long_Absent,127.0,-128.0,7.0,255.0,100.0,1900.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
164.0,LAMP_ECU_DEF_164,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S14_short,Frame loss defect flag for frame  ADU1S14   in short time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame   ADU1S14,Frame respond of frame frame ADU1S14  correctly,DEF_FRAME_LOSS_ADU1S14_short_Absent,127.0,-128.0,13.0,255.0,100.0,1000.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
165.0,LAMP_ECU_DEF_165,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S14_long,Frame loss defect flag for frame  ADU1S14   in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame   ADU1S14,Frame respond of frame frame ADU1S14  correctly,DEF_FRAME_LOSS_ADU1S14_long_Absent,127.0,-128.0,7.0,255.0,100.0,1900.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
166.0,LAMP_ECU_DEF_166,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S15_short,Frame loss defect flag for frame  ADU1S15   in short time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame   ADU1S15 ,Frame respond of frame frame ADU1S15  correctly,DEF_FRAME_LOSS_ADU1S15_short_Absent,127.0,-128.0,13.0,255.0,100.0,1000.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
167.0,LAMP_ECU_DEF_167,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S15_long,Frame loss defect flag for frame  ADU1S15   in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame   ADU1S15 ,Frame respond of frame frame ADU1S15  correctly,DEF_FRAME_LOSS_ADU1S15_long_Absent,127.0,-128.0,7.0,255.0,100.0,1900.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
168.0,LAMP_ECU_DEF_168,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S16_short,Frame loss defect flag for frame  ADU1S16  in short time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame   ADU1S16,Frame respond of frame frame  ADU1S16 correctly,DEF_FRAME_LOSS_ADU1S16_short_Absent,127.0,-128.0,13.0,255.0,100.0,1000.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
163.0,LAMP_ECU_DEF_163,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S16_long,Frame loss defect flag for frame  ADU1S16  in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame   ADU1S16,Frame respond of frame frame  ADU1S16 correctly,DEF_FRAME_LOSS_ADU1S16_long_Absent,127.0,-128.0,7.0,255.0,100.0,1900.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
164.0,LAMP_ECU_DEF_164,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S17_short,Frame loss defect flag for frame ADU1S17 in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame ADU1S17,Frame respond of frame ADU1S17,DEF_FRAME_LOSS_ADU1S17_short_Absent,127.0,-128.0,45.0,255.0,1200.0,3600.0,1200.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
165.0,LAMP_ECU_DEF_165,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S17_long,Frame loss defect flag for frame ADU1S17 in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame ADU1S17,Frame respond of frame ADU1S17,DEF_FRAME_LOSS_ADU1S17_long_Absent,127.0,-128.0,18.0,255.0,1200.0,9600.0,1200.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
166.0,LAMP_ECU_DEF_166,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_VSC1G13,Frame loss defect flag for frame  VSC1G13  in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame   VSC1G13,Frame respond of frame frame VSC1G13 correctly,DEF_FRAME_LOSS_VSC1G13_Absent,1023.0,-1024.0,110.0,1024.0,100.0,1000.0,200.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
167.0,LAMP_ECU_DEF_167,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_BDB1S08,Frame loss defect flag for frame  BDB1S08  in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame   BDB1S08,Frame respond of frame frameBDB1S08 correctly,DEF_FRAME_LOSS_BDB1S08_Absent,127.0,-128.0,18.0,255.0,1200.0,9600.0,1200.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
168.0,LAMP_ECU_DEF_168,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,"DEF_FRAME_LOSS_ZN11S42
",Frame loss defect flag for frame  ZN11S42  in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame   ZN11S42,Frame respond of frame frame ZN11S42 correctly,DEF_FRAME_LOSS_ZN11S42_Absent,127.0,-128.0,18.0,255.0,1200.0,9600.0,1200.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
169.0,LAMP_ECU_DEF_169,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_GlobalCan_Error,Global CAN Bus off Error,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Bus off,Bus off recover,DEF_GlobalCan_Error_Absent,1023.0,-1024.0,11.0,2048.0,100.0,9300.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
170.0,LAMP_ECU_DEF_170,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_LocalCan_Error,Local CAN Bus off Error,Local CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Bus off,Bus off recover,DEF_LocalCan_Error_Absent,1023.0,-1024.0,11.0,2048.0,100.0,9300.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
171.0,LAMP_ECU_DEF_171,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_TNS_ERROR_LTi,Frame State of Left TI confilt with the TNS signal ,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,TNLS_ST= 0*1b && DIAC_BoolRawSigInput_TIsignal=FALSE,TNLS_ST= 0*0b or DIAC_BoolRawSigInput_TIsignal=TRUE,DEF_TNS_ERROR_LTi_Absent,960.0,-1024.0,5.0,1024.0,10.0,1920.0,20.0,,0,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,5000,3,500,5000,1,remove fault inhibition,50,0,100,1,2,10,
172.0,LAMP_ECU_DEF_172,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_TNS_ERROR_RTi,Frame State of Right TI confilt with the TNS signal ,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,TNLS_ST= 01*b && DIAC_BoolRawSigInput_TIsignal=FALSE,TNLS_ST= 00*b or DIAC_BoolRawSigInput_TIsignal=TRUE,DEF_TNS_ERROR_RTi_Absent,960.0,-1024.0,5.0,1024.0,10.0,1920.0,20.0,,0,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,5000,3,500,5000,1,remove fault inhibition,50,0,100,1,2,10,
173.0,LAMP_ECU_DEF_173,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_GCan_RAM,Global CAN RAM  Error,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,DEF_GCan_RAM is RawDetected,DEF_GCan_RAM is RawNotDetected,DEF_GCan_RAM_Absent,127.0,-255.0,64.0,255.0,10.0,20.0,20.0,,0,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,5,50,3,5,50,1,remove fault inhibition,50,0,100,1,2,10,
174.0,LAMP_ECU_DEF_174,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_LCan_RAM,Local CAN RAM  Error,Local CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,DEF_LCan_RAM is RawDetected,DEF_LCan_RAM is RawNotDetected,DEF_LCan_RAM_Absent,127.0,-255.0,64.0,255.0,10.0,20.0,20.0,,0,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,5,50,3,5,50,1,remove fault inhibition,50,0,100,1,2,10,
175.0,LAMP_ECU_DEF_175,1.0,SyRS,YES,,,,Function loss,Safety relevant,DEF_Nvm_Error,NVM check  Error During the Initialization,MCU data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,NVM check Error,NVM check OK,DEF_Nvm_Error_Absent,127.0,-128.0,127.0,255.0,100.0,100.0,100.0,,0,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,5000,3,50,5000,1,remove fault inhibition,50,0,100,1,2,100,
176.0,LAMP_ECU_DEF_176,1.0,SyRS,YES,,,,Function loss,Safety relevant,DEF_Rom_Error,ROM check  Error During the Initialization,MCU data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,ROM check Error,ROM check OK,DEF_Rom_Error_Absent,127.0,-128.0,127.0,255.0,100.0,100.0,100.0,,0,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,50,5000,3,50,5000,1,remove fault inhibition,50,0,100,1,2,100,
177.0,LAMP_ECU_DEF_177,1.0,F_Destiantion_Management,YES,,,,Function loss,Safety relevant,DEF_VehSpec_NotMatch,Write destination spec is different from the read back destination.,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Destination write and read back not Match,Destination write and read back Match,DEF_VehSpec_NotMatch_Absent,127.0,-128.0,2.0,255.0,1200.0,76800.0,1200.0,,0,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,5,6000,3,5,6000,1,remove fault inhibition,50,0,100,1,2,1200,
178.0,LAMP_ECU_DEF_178,1.0,F_Destiantion_Management,YES,,,,Function loss,Safety relevant,DEF_Dest_written_NVM ,Write destination spec is different from the read back destination.,MCU data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,The Destination failure to written in the NVM,The Destination sucess to written in the NVM,DEF_Dest_written_NVM_Absent,127.0,-128.0,50.0,255.0,1200.0,3600.0,1200.0,,0,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,1.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,5,6000,3,5,6000,1,remove fault inhibition,50,0,100,1,2,1200,
179.0,LAMP_ECU_DEF_179,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_BDB1F03,Frame loss defect flag for frame BDB1F03 in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame BDB1F03,Frame respond of frame BDB1F03,DEF_FRAME_LOSS_BDB1F03_Absent,127.0,-128.0,18.0,255.0,1200.0,9600.0,1200.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
180.0,LAMP_ECU_DEF_180,1.0,F_CAN_Management_Loca_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_HD_AFS1S01,Frame loss defect flag for HD frame  AFS1S01,Local CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed
AND
IGR_PDC is ON",Never,,HW,1D,Frame loss of frame  AFS1S01,Frame respond of frame frame AFS1S01 correctly,DEF_FRAME_LOSS_HD_AFS1S01_Absent,1023.0,-1024.0,100.0,2048.0,100.0,1100.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,AFV4
181.0,LAMP_ECU_DEF_181,1.0,F_CAN_Management_Loca_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_HD_LPS1S01,Frame loss defect flag for HD frame  LPS1S01,Local CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed
AND
IGR_PDC is ON",Never,,HW,1D,Frame loss of frame  LPS1S01,Frame respond of frame frame LPS1S01 correctly,DEF_FRAME_LOSS_HD_LPS1S01_Absent,1023.0,-1024.0,100.0,2048.0,100.0,1100.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,AFV4
182.0,LAMP_ECU_DEF_182,1.0,F_Gateway_Management,YES,,,,Function loss,Safety relevant,DEF_AHS_HD_Temporary_failure,HD failure defect flag for the AHS HD failure frame bit,Gateway data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Failure bit is true,Failure bit is false,DEF_AHS_HD_Temporary_failure_Absent,127.0,-128.0,127.0,255.0,1.0,1.0,1.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,AFV4
183.0,LAMP_ECU_DEF_183,1.0,F_Gateway_Management,YES,,,,Function loss,Safety relevant,DEF_AHS_HD_failure,HD failure defect flag for the AHS HD failure frame bit,Gateway data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Failure bit is true,Failure bit is false,DEF_AHS_HD_failure_Absent,127.0,-128.0,127.0,255.0,1.0,1.0,1.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,AFV4
184.0,LAMP_ECU_DEF_184,1.0,I_Power Supply Interface,YES,,,,Power range with function loss,Safety relevant,DEF_DRIVER_ELEC_UV_COMM_ECUB,General UV_COMM for Driver,Selected power input voltage  (depends on which switch is closed / open),HW,"Def_Driver_ELEC_RANGEREADYNESS is confirmed 
and 
Power Present",Never,never,HW,1D,Measured voltage at input is lower than PAR_UV_COMMValidThreshold,Measured voltage at input is higher than PAR_UV_COMMunValidThreshold,DEF_Driver_ELEC_UV_COMM_absent,127.0,-128.0,8.0,14.0,10.0,160.0,190.0,"Switch OFF boost / buck
freeze Steppers
Switch off Smart
",1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
185.0,LAMP_ECU_DEF_185,1.0,I_Power Supply Interface,YES,,,,Power range with function loss,Safety relevant,DEF_DRIVER_ELEC_OV_COMM_ECUB,General OV_COMM for Driver,Slected power input voltage  (depends on which switch is closed / open),HW,"Def_Driver_ELEC_RANGEREADYNESS is confirmed 
and 
Power Present",Never,never,HW,1D,Measured voltage at input is higher than PAR_OV_COMMValidThreshold,Measured voltage at input is lower than PAR_OV_COMMunValidThreshold,DEF_Driver_ELEC_OV_COMM_absent,127.0,-128.0,8.0,14.0,10.0,160.0,190.0,"Switch OFF boost / buck
Switch OFF Steppers
Sxitch off smart",1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
186.0,LAMP_ECU_DEF_186,1.0,I_Power Supply Interface,YES,,,,Power range with function loss,Safety relevant,DEF_ECUB_Error,General the ECUB voltage error for Driver,Slected power input voltage  (depends on which switch is closed / open),HW,Always,Never,never,HW,1D,Measured voltage at input is lower than PAR_VoltErrorValidThreshold,Measured voltage at input is higher than PAR_VoltErrorunValidThreshold,DEF_ECUB_Error_absent,2047.0,-2048.0,2.0,256.0,10.0,10240.0,160.0,"Switch OFF boost / buck
Switch OFF Steppers
Sxitch off smart",1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,AFV4
187.0,LAMP_ECU_DEF_187,1.0,F_CAN_Management_Loca_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_HD_LW_STATUS,Frame loss defect flag for HD frame  LW_STATUS,Local CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame  LW_STATUS,Frame respond of frame LW_STATUS correctly,DEF_FRAME_LOSS_HD_LW_STATUS_Absent,1023.0,-1024.0,100.0,2048.0,100.0,1100.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,AFV4
188.0,LAMP_ECU_DEF_188,1.0,F_CAN_Management_Loca_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_HD_RW_STATUS,Frame loss defect flag for HD frame  RW_STATUS,Local CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame  RW_STATUS,Frame respond of frame RW_STATUS correctly,DEF_FRAME_LOSS_HD_RW_STATUS_Absent,1023.0,-1024.0,100.0,2048.0,100.0,1100.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,AFV4
189.0,LAMP_ECU_DEF_189,1.0,SyRS,YES,,,,Power range with function loss,Safety relevant,DEF_ExcessiveWakeup,The detection of excessive wakeup  (Detection of abnormal Global-ECU),MCU data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Excessive wakeup is detected,Excessive wakeup is detected,DEF_ExcessiveWakeUp_Absent,1023.0,-1024.0,1024.0,2048.0,100.0,100.0,100.0,,0,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,AFV5
190.0,LAMP_ECU_DEF_190,1.0,SyRS,YES,,,,Power range with function loss,Safety relevant,DEF_SleepNG,The detection of Sleep NG continuous (Detection of abnormal Global-ECU),MCU data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Sleep NG is detected,Sleep NG is not detected,DEF_SleepNG_Absent,1023.0,-1024.0,1024.0,2048.0,100.0,100.0,100.0,,0,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,AFV5
